,LR,DO,n_hidden,mean acc,std acc
55,0.275,0.05,64,0.35225000000000006,0.1224546854963092
56,0.28,0.05,64,0.318075,0.11727250850050065
57,0.28500000000000003,0.05,64,0.463075,0.24158084309398373
58,0.29000000000000004,0.05,64,0.338075,0.1364726529382352
59,0.295,0.05,64,0.35197500000000004,0.12176548669471166
60,0.3,0.05,64,0.1885,0.02200795310791078
61,0.305,0.05,64,0.347875,0.12201751923391985
62,0.31,0.05,64,0.32589999999999997,0.11637545381221935
63,0.315,0.05,64,0.38737499999999997,0.12514309309746183
64,0.32,0.05,64,0.25035,0.1004786793304928
65,0.325,0.05,64,0.3443,0.17695961050477027
